0.000000000000000000e+00, 0.000000000000000000e+00
1.979999999999999989e-03, 0.000000000000000000e+00
3.959999999999999978e-03, 0.000000000000000000e+00
5.939999999999999968e-03, 0.000000000000000000e+00
7.919999999999999957e-03, 0.000000000000000000e+00
9.899999999999999079e-03, 0.000000000000000000e+00
1.187999999999999820e-02, 0.000000000000000000e+00
1.385999999999999732e-02, 0.000000000000000000e+00
1.583999999999999644e-02, 0.000000000000000000e+00
1.781999999999999557e-02, 0.000000000000000000e+00
1.979999999999999469e-02, 0.000000000000000000e+00
2.177999999999999381e-02, 0.000000000000000000e+00
2.375999999999999293e-02, 0.000000000000000000e+00
2.573999999999999205e-02, 0.000000000000000000e+00
2.771999999999999117e-02, 0.000000000000000000e+00
2.969999999999999030e-02, 0.000000000000000000e+00
3.167999999999999289e-02, 0.000000000000000000e+00
3.365999999999999548e-02, 0.000000000000000000e+00
3.563999999999999807e-02, 0.000000000000000000e+00
3.762000000000000066e-02, 0.000000000000000000e+00
3.960000000000000325e-02, 0.000000000000000000e+00
4.158000000000000584e-02, 0.000000000000000000e+00
4.356000000000000844e-02, 0.000000000000000000e+00
4.554000000000001103e-02, 0.000000000000000000e+00
4.752000000000001362e-02, 0.000000000000000000e+00
4.950000000000001621e-02, 0.000000000000000000e+00
5.148000000000001880e-02, 0.000000000000000000e+00
5.346000000000002139e-02, 0.000000000000000000e+00
5.544000000000002398e-02, 0.000000000000000000e+00
5.742000000000002657e-02, 0.000000000000000000e+00
5.940000000000002917e-02, 0.000000000000000000e+00
6.138000000000003176e-02, 0.000000000000000000e+00
6.336000000000002741e-02, 0.000000000000000000e+00
6.534000000000002306e-02, 0.000000000000000000e+00
6.732000000000001871e-02, 0.000000000000000000e+00
6.930000000000001437e-02, 0.000000000000000000e+00
7.128000000000001002e-02, 0.000000000000000000e+00
7.326000000000000567e-02, 0.000000000000000000e+00
7.524000000000000132e-02, 0.000000000000000000e+00
7.721999999999999698e-02, 0.000000000000000000e+00
7.919999999999999263e-02, 0.000000000000000000e+00
8.117999999999998828e-02, 0.000000000000000000e+00
8.315999999999998393e-02, 0.000000000000000000e+00
8.513999999999997959e-02, 0.000000000000000000e+00
8.711999999999997524e-02, 0.000000000000000000e+00
8.909999999999997089e-02, 0.000000000000000000e+00
9.107999999999996654e-02, 0.000000000000000000e+00
9.305999999999996219e-02, 0.000000000000000000e+00
9.503999999999995785e-02, 0.000000000000000000e+00
9.701999999999995350e-02, 0.000000000000000000e+00
9.899999999999994915e-02, 0.000000000000000000e+00
1.009799999999999448e-01, 0.000000000000000000e+00
1.029599999999999405e-01, 0.000000000000000000e+00
1.049399999999999361e-01, 0.000000000000000000e+00
1.069199999999999318e-01, 0.000000000000000000e+00
1.088999999999999274e-01, 0.000000000000000000e+00
1.108799999999999231e-01, 0.000000000000000000e+00
1.128599999999999187e-01, 0.000000000000000000e+00
1.148399999999999144e-01, 0.000000000000000000e+00
1.168199999999999100e-01, 0.000000000000000000e+00
1.187999999999999057e-01, 0.000000000000000000e+00
1.207799999999999013e-01, 0.000000000000000000e+00
1.227599999999998970e-01, 0.000000000000000000e+00
1.247399999999998926e-01, 0.000000000000000000e+00
